"T.ms","PAA.X.radsec^2","PAA.Y.radsec^2","PAA.Z.radsec^2","PAA.R.radsec^2","PAV.X.radsec","PAV.Y.radsec","PAV.Z.radsec","PAV.R.radsec","PLA.X.msec^2","PLA.Y.msec^2","PLA.Z.msec^2","PLA.R.msec^2","PLV.X.msec","PLV.Y.msec","PLV.Z.msec","PLV.R.msec"
 24.6875, -308.141, 139.175,-216.268, 401.363,    5.174,  -2.309,  -5.829,   8.129,  -26.911, -36.289, -16.520,  48.104,    0.000,   0.000,   0.000,   0.000
 25.0000, -312.817, 142.363,-202.496, 398.906,    5.077,  -2.265,  -5.895,   8.103,  -26.705, -36.276, -15.437,  47.617,    0.000,   0.000,   0.000,   0.000
 25.3125, -316.464, 145.373,-189.120, 396.294,    4.979,  -2.220,  -5.956,   8.074,  -26.503, -36.342, -14.328,  47.207,    0.000,   0.000,   0.000,   0.000
 25.6250, -319.211, 148.205,-176.152, 393.560,    4.879,  -2.174,  -6.013,   8.043,  -26.308, -36.475, -13.210,  46.873,    0.000,   0.000,   0.000,   0.000
 25.9375, -321.185, 150.852,-163.598, 390.743,    4.779,  -2.128,  -6.066,   8.010,  -26.119, -36.664, -12.101,  46.614,    0.000,   0.000,   0.000,   0.000
 26.2500, -322.518, 153.299,-151.460, 387.890,    4.679,  -2.080,  -6.115,   7.976,  -25.935, -36.896, -11.024,  46.427,    0.000,   0.000,   0.000,   0.000
 26.5625, -323.345, 155.522,-139.741, 385.054,    4.578,  -2.032,  -6.161,   7.940,  -25.757, -37.157,  -9.996,  46.303,    0.000,   0.000,   0.000,   0.000
 26.8750, -323.801, 157.495,-128.447, 382.296,    4.477,  -1.983,  -6.203,   7.902,  -25.585, -37.430,  -9.032,  46.229,    0.000,   0.000,   0.000,   0.000
 27.1875, -324.014, 159.199,-117.593, 379.681,    4.376,  -1.933,  -6.241,   7.864,  -25.419, -37.698,  -8.134,  46.189,    0.000,   0.000,   0.000,   0.000
 27.5000, -324.103, 160.627,-107.201, 377.274,    4.275,  -1.883,  -6.276,   7.824,  -25.260, -37.945,  -7.298,  46.164,    0.000,   0.000,   0.000,   0.000
 27.8125, -324.167, 161.789, -97.293, 375.135,    4.174,  -1.832,  -6.308,   7.783,  -25.113, -38.154,  -6.507,  46.138,    0.000,   0.000,   0.000,   0.000
 28.1250, -324.286, 162.710, -87.885, 373.309,    4.072,  -1.782,  -6.337,   7.740,  -24.979, -38.316,  -5.740,  46.098,    0.000,   0.000,   0.000,   0.000
 28.4375, -324.518, 163.426, -78.980, 371.830,    3.971,  -1.731,  -6.363,   7.698,  -24.867, -38.423,  -4.967,  46.037,    0.000,   0.000,   0.000,   0.000
 28.7500, -324.899, 163.974, -70.573, 370.712,    3.870,  -1.680,  -6.386,   7.654,  -24.783, -38.480,  -4.161,  45.959,    0.000,   0.000,   0.000,   0.000
 29.0625, -325.451, 164.383, -62.654, 369.953,    3.769,  -1.629,  -6.407,   7.609,  -24.734, -38.493,  -3.301,  45.873,    0.000,   0.000,   0.000,   0.000
 29.3750, -326.179, 164.675, -55.212, 369.539,    3.667,  -1.577,  -6.425,   7.564,  -24.729, -38.475,  -2.372,  45.798,    0.000,   0.000,   0.000,   0.000
 29.6875, -327.080, 164.858, -48.243, 369.441,    3.565,  -1.526,  -6.442,   7.519,  -24.771, -38.440,  -1.373,  45.751,    0.000,   0.000,   0.000,   0.000
 30.0000, -328.144, 164.930, -41.739, 369.625,    3.463,  -1.474,  -6.456,   7.472,  -24.864, -38.400,  -0.313,  45.748,    0.000,   0.000,   0.000,   0.000
 30.3125, -329.360, 164.880, -35.689, 370.050,    3.360,  -1.423,  -6.467,   7.426,  -25.005, -38.361,   0.786,  45.798,    0.000,   0.000,   0.000,   0.000
 30.6250, -330.712, 164.689, -30.069, 370.671,    3.257,  -1.372,  -6.477,   7.379,  -25.187, -38.325,   1.897,  45.900,    0.000,   0.000,   0.000,   0.000
 30.9375, -332.177, 164.331, -24.839, 371.434,    3.153,  -1.320,  -6.486,   7.332,  -25.401, -38.284,   2.993,  46.042,    0.000,   0.000,   0.000,   0.000
 31.2500, -333.725, 163.781, -19.946, 372.283,    3.049,  -1.269,  -6.493,   7.285,  -25.635, -38.229,   4.043,  46.205,    0.000,   0.000,   0.000,   0.000
 31.5625, -335.315, 163.008, -15.326, 373.153,    2.945,  -1.218,  -6.498,   7.238,  -25.877, -38.144,   5.024,  46.367,    0.000,   0.000,   0.000,   0.000
 31.8750, -336.901, 161.990, -10.915, 373.981,    2.840,  -1.167,  -6.502,   7.191,  -26.116, -38.017,   5.920,  46.502,    0.000,   0.000,   0.000,   0.000
 32.1875, -338.434, 160.710,  -6.649, 374.713,    2.734,  -1.116,  -6.505,   7.144,  -26.341, -37.837,   6.724,  46.591,    0.000,   0.000,   0.000,   0.000
 32.5000, -339.875, 159.162,  -2.479, 375.305,    2.628,  -1.066,  -6.507,   7.098,  -26.544, -37.597,   7.438,  46.620,    0.000,   0.000,   0.000,   0.000
 32.8125, -341.189, 157.350,   1.633, 375.728,    2.522,  -1.017,  -6.507,   7.053,  -26.718, -37.298,   8.075,  46.585,    0.000,   0.000,   0.000,   0.000
 33.1250, -342.359, 155.282,   5.701, 375.971,    2.415,  -0.968,  -6.507,   7.007,  -26.859, -36.941,   8.652,  46.486,    0.000,   0.000,   0.000,   0.000
 33.4375, -343.378, 152.966,   9.723, 376.034,    2.307,  -0.920,  -6.504,   6.962,  -26.968, -36.534,   9.192,  46.331,    0.000,   0.000,   0.000,   0.000
 33.7500, -344.259, 150.408,  13.677, 375.931,    2.200,  -0.872,  -6.501,   6.918,  -27.044, -36.086,   9.719,  46.131,    0.000,   0.000,   0.000,   0.000
 34.0625, -345.025, 147.611,  17.526, 375.684,    2.092,  -0.826,  -6.496,   6.874,  -27.089, -35.609,  10.251,  45.901,    0.000,   0.000,   0.000,   0.000
 34.3750, -345.704, 144.584,  21.230, 375.321,    1.984,  -0.780,  -6.490,   6.831,  -27.108, -35.113,  10.803,  45.656,    0.000,   0.000,   0.000,   0.000
 34.6875, -346.321, 141.350,  24.747, 374.874,    1.876,  -0.735,  -6.483,   6.788,  -27.103, -34.614,  11.379,  45.411,    0.000,   0.000,   0.000,   0.000
 35.0000, -346.896, 137.948,  28.044, 374.370,    1.768,  -0.691,  -6.474,   6.746,  -27.081, -34.121,  11.976,  45.178,    0.000,   0.000,   0.000,   0.000
 35.3125, -347.434, 134.430,  31.108, 373.831,    1.660,  -0.648,  -6.464,   6.705,  -27.046, -33.646,  12.585,  44.966,    0.000,   0.000,   0.000,   0.000
 35.6250, -347.930, 130.858,  33.952, 373.271,    1.551,  -0.607,  -6.454,   6.665,  -27.005, -33.197,  13.193,  44.782,    0.000,   0.000,   0.000,   0.000
 35.9375, -348.367, 127.284,  36.619, 372.695,    1.442,  -0.567,  -6.442,   6.626,  -26.970, -32.778,  13.787,  44.630,    0.000,   0.000,   0.000,   0.000
 36.2500, -348.720, 123.752,  39.189, 372.097,    1.333,  -0.528,  -6.430,   6.588,  -26.949, -32.390,  14.356,  44.513,    0.000,   0.000,   0.000,   0.000
 36.5625, -348.961, 120.281,  41.763, 371.463,    1.224,  -0.490,  -6.417,   6.552,  -26.952, -32.027,  14.897,  44.430,    0.000,   0.000,   0.000,   0.000
 36.8750, -349.059, 116.867,  44.457, 370.778,    1.115,  -0.454,  -6.404,   6.516,  -26.988, -31.679,  15.408,  44.377,    0.000,   0.000,   0.000,   0.000
 37.1875, -348.989, 113.486,  47.382, 370.023,    1.006,  -0.418,  -6.390,   6.482,  -27.058, -31.332,  15.894,  44.345,    0.000,   0.000,   0.000,   0.000
 37.5000, -348.725, 110.096,  50.631, 369.180,    0.897,  -0.383,  -6.375,   6.449,  -27.162, -30.971,  16.364,  44.325,    0.000,   0.000,   0.000,   0.000
 37.8125, -348.241, 106.653,  54.265, 368.227,    0.788,  -0.349,  -6.360,   6.418,  -27.292, -30.577,  16.826,  44.305,    0.000,   0.000,   0.000,   0.000
 38.1250, -347.502, 103.115,  58.301, 367.137,    0.680,  -0.316,  -6.343,   6.387,  -27.439, -30.137,  17.289,  44.272,    0.000,   0.000,   0.000,   0.000
 38.4375, -346.470,  99.459,  62.714, 365.878,    0.571,  -0.284,  -6.324,   6.356,  -27.591, -29.643,  17.762,  44.220,    0.000,   0.000,   0.000,   0.000
 38.7500, -345.105,  95.676,  67.441, 364.417,    0.463,  -0.253,  -6.304,   6.326,  -27.738, -29.091,  18.251,  44.145,    0.000,   0.000,   0.000,   0.000
 39.0625, -343.368,  91.776,  72.396, 362.720,    0.355,  -0.224,  -6.282,   6.296,  -27.871, -28.487,  18.763,  44.050,    0.000,   0.000,   0.000,   0.000
 39.3750, -341.226,  87.782,  77.486, 360.756,    0.248,  -0.196,  -6.258,   6.266,  -27.986, -27.840,  19.300,  43.940,    0.000,   0.000,   0.000,   0.000
 39.6875, -338.652,  83.719,  82.629, 358.499,    0.142,  -0.169,  -6.233,   6.237,  -28.078, -27.162,  19.862,  43.825,    0.000,   0.000,   0.000,   0.000
 40.0000, -335.619,  79.612,  87.764, 355.922,    0.037,  -0.144,  -6.206,   6.208,  -28.149, -26.467,  20.445,  43.714,    0.000,   0.000,   0.000,   0.000
 40.3125, -332.106,  75.474,  92.852, 353.004,   -0.068,  -0.119,  -6.178,   6.179,  -28.197, -25.771,  21.044,  43.613,    0.000,   0.000,   0.000,   0.000
 40.6250, -328.090,  71.310,  97.879, 349.726,   -0.171,  -0.097,  -6.148,   6.151,  -28.224, -25.086,  21.647,  43.526,    0.000,   0.000,   0.000,   0.000
 40.9375, -323.557,  67.114, 102.849, 346.080,   -0.273,  -0.075,  -6.116,   6.123,  -28.232, -24.425,  22.242,  43.455,    0.000,   0.000,   0.000,   0.000
 41.2500, -318.506,  62.879, 107.778, 342.076,   -0.374,  -0.055,  -6.083,   6.095,  -28.223, -23.798,  22.812,  43.397,    0.000,   0.000,   0.000,   0.000
 41.5625, -312.957,  58.603, 112.685, 337.749,   -0.473,  -0.035,  -6.049,   6.067,  -28.201, -23.215,  23.340,  43.348,    0.000,   0.000,   0.000,   0.000
 41.8750, -306.956,  54.294, 117.592, 333.163,   -0.570,  -0.018,  -6.013,   6.040,  -28.169, -22.685,  23.810,  43.301,    0.000,   0.000,   0.000,   0.000
 42.1875, -300.576,  49.971, 122.521, 328.412,   -0.665,  -0.001,  -5.975,   6.012,  -28.132, -22.213,  24.208,  43.253,    0.000,   0.000,   0.000,   0.000
 42.5000, -293.911,  45.660, 127.496, 323.611,   -0.758,   0.014,  -5.936,   5.984,  -28.095, -21.806,  24.524,  43.201,    0.000,   0.000,   0.000,   0.000
 42.8125, -287.065,  41.396, 132.550, 318.888,   -0.849,   0.027,  -5.895,   5.956,  -28.062, -21.468,  24.757,  43.142,    0.000,   0.000,   0.000,   0.000
 43.1250, -280.135,  37.213, 137.717, 314.366,   -0.937,   0.040,  -5.853,   5.928,  -28.035, -21.201,  24.909,  43.080,    0.000,   0.000,   0.000,   0.000
 43.4375, -273.197,  33.149, 143.025, 310.148,   -1.023,   0.051,  -5.810,   5.899,  -28.014, -21.003,  24.990,  43.016,    0.000,   0.000,   0.000,   0.000
 43.7500, -266.295,  29.238, 148.482, 306.292,   -1.106,   0.060,  -5.765,   5.870,  -27.999, -20.867,  25.013,  42.954,    0.000,   0.000,   0.000,   0.000
 44.0625, -259.425,  25.514, 154.052, 302.794,   -1.188,   0.069,  -5.719,   5.841,  -27.989, -20.778,  24.994,  42.893,    0.000,   0.000,   0.000,   0.000
 44.3750, -252.534,  22.009, 159.635, 299.568,   -1.267,   0.076,  -5.671,   5.811,  -27.982, -20.713,  24.949,  42.830,    0.000,   0.000,   0.000,   0.000
 44.6875, -245.508,  18.755, 165.059, 296.429,   -1.344,   0.083,  -5.621,   5.780,  -27.972, -20.639,  24.894,  42.756,    0.000,   0.000,   0.000,   0.000
 45.0000, -238.174,  15.775, 170.070, 293.086,   -1.419,   0.088,  -5.569,   5.748,  -27.955, -20.516,  24.843,  42.656,    0.000,   0.000,   0.000,   0.000
 45.3125, -230.304,  13.090, 174.339, 289.146,   -1.492,   0.092,  -5.516,   5.715,  -27.924, -20.303,  24.808,  42.513,    0.000,   0.000,   0.000,   0.000
 45.6250, -221.630,  10.710, 177.473, 284.132,   -1.562,   0.096,  -5.462,   5.682,  -27.870, -19.965,  24.795,  42.310,    0.000,   0.000,   0.000,   0.000
 45.9375, -211.872,   8.631, 179.033, 277.520,   -1.631,   0.099,  -5.406,   5.647,  -27.781, -19.473,  24.810,  42.030,    0.000,   0.000,   0.000,   0.000
 46.2500, -200.779,   6.839, 178.576, 268.791,   -1.697,   0.101,  -5.349,   5.613,  -27.650, -18.817,  24.851,  41.667,    0.000,   0.000,   0.000,   0.000
 46.5625, -188.181,   5.313, 175.712, 257.517,   -1.760,   0.103,  -5.291,   5.577,  -27.468, -18.000,  24.916,  41.223,    0.000,   0.000,   0.000,   0.000
 46.8750, -174.051,   4.026, 170.180, 243.457,   -1.819,   0.104,  -5.234,   5.542,  -27.238, -17.044,  24.999,  40.711,    0.000,   0.000,   0.000,   0.000
 47.1875, -158.571,   2.955, 161.944, 226.670,   -1.875,   0.105,  -5.177,   5.507,  -26.967, -15.992,  25.092,  40.156,    0.000,   0.000,   0.000,   0.000
 47.5000, -142.185,   2.080, 151.286, 207.626,   -1.926,   0.106,  -5.123,   5.474,  -26.670, -14.897,  25.188,  39.593,    0.000,   0.000,   0.000,   0.000
 47.8125, -125.624,   1.384, 138.873, 187.268,   -1.971,   0.107,  -5.072,   5.443,  -26.368, -13.827,  25.279,  39.058,    0.000,   0.000,   0.000,   0.000
 48.1250, -109.880,   0.853, 125.771, 167.010,   -2.009,   0.107,  -5.027,   5.415,  -26.087, -12.856,  25.360,  38.587,    0.000,   0.000,   0.000,   0.000
 48.4375,  -96.096,   0.474, 113.353, 148.605,   -2.040,   0.107,  -4.990,   5.392,  -25.850, -12.051,  25.424,  38.208,    0.000,   0.000,   0.000,   0.000
 48.7500,  -85.368,   0.230, 103.081, 133.841,   -2.062,   0.107,  -4.962,   5.374,  -25.673, -11.459,  25.470,  37.936,    0.000,   0.000,   0.000,   0.000
 49.0625,  -78.432,   0.097,  96.124, 124.062,   -2.075,   0.107,  -4.945,   5.363,  -25.565, -11.098,  25.496,  37.773,    0.000,   0.000,   0.000,   0.000
 49.3750,  -75.247,   0.045,  92.823, 119.491,   -2.081,   0.107,  -4.937,   5.358,  -25.517, -10.941,  25.507,  37.702,    0.000,   0.000,   0.000,   0.000
 49.6875,  -74.524,   0.034,  92.058, 118.442,   -2.082,   0.107,  -4.935,   5.357,  -25.507, -10.906,  25.510,  37.687,    0.000,   0.000,   0.000,   0.000

